pedido_id,cliente_id,product_id,quantidade,data_pedido,canal_venda
PED001973,C00152,P00028,5,2026-09-03,Marketplace
PED001974,C00063,P00003,4,2026-08-21,Marketplace
PED001975,C00126,P00020,23,2026-09-02,E-commerce
PED001976,C00168,P00048,13,2026-09-07,Loja Fisica
PED001977,C00200,P00030,21,2026-08-26,Televendas
PED001978,C00162,P00042,15,2026-08-25,Loja Fisica
PED001979,C00031,P00008,0,2026-08-17,Marketplace
PED001980,C00006,P00038,19,2026-09-01,Marketplace
PED001981,C00071,P00045,24,2026-08-17,E-commerce
PED001982,C00099,P00031,21,2026-09-05,Marketplace
PED001983,C00077,P00037,5,2026-08-17,Televendas
PED001984,C00017,P00046,18,2026-08-19,Marketplace
PED001985,C00180,P00002,13,2026-08-31,Marketplace
PED001986,C00017,P00034,19,2026-08-31,Loja Fisica
PED001987,C00193,P00049,7,2026-09-13,Loja Fisica
PED001988,C00047,P00056,20,2026-09-05,E-commerce
PED001989,C00002,P00036,-1,2026-09-08,Televendas
PED001990,C00033,P00037,7,2026-09-03,E-commerce
PED001991,C00023,P00036,9,2026-09-10,Loja Fisica
PED001992,C00022,P00008,17,2026-08-23,Televendas
PED001993,C00140,P00011,14,2026-09-13,Loja Fisica
PED001994,C00064,P00020,2,2026-09-13,Televendas
PED001995,C00169,P00035,15,2026-08-18,Marketplace
PED001996,C00178,P00021,17,2026-09-12,Televendas
PED001997,C00156,P00035,17,2026-08-20,Loja Fisica
PED001998,C00170,P00053,2,2026-08-21,Loja Fisica
PED001999,C00049,P00010,10,2026-09-10,E-commerce
PED002000,C00035,P00039,18,2026-08-20,Televendas
